CBSA Code,CBSA,Year,Quarter,Properties,Units,Occupancy,Annual Rent Growth, Units ,Annual Inventory Growth,Construction vs. Inventory
41700,"San Antonio, TX",2015,1Q2015,60,"7,630",88.0%,1.6%,"  7,630 ",,21.1%
41700,"San Antonio, TX",2015,2Q2015,63,"8,118",83.7%,2.2%,"  8,118 ",,15.9%
41700,"San Antonio, TX",2015,3Q2015,63,"8,119",83.6%,2.5%,"  8,119 ",,17.7%
41700,"San Antonio, TX",2015,4Q2015,66,"8,358",82.1%,2.2%,"  8,358 ",,17.3%
41700,"San Antonio, TX",2016,1Q2016,69,"8,522",80.3%,2.3%,"  8,522 ",,15.0%
41700,"San Antonio, TX",2016,2Q2016,70,"8,625",81.0%,1.8%,"  8,625 ",,14.1%
41700,"San Antonio, TX",2016,3Q2016,70,"8,622",82.4%,1.4%,"  8,622 ",,14.3%
41700,"San Antonio, TX",2016,4Q2016,74,"8,891",80.3%,1.1%,"  8,891 ",,11.0%
41700,"San Antonio, TX",2017,1Q2017,76,"9,400",78.8%,1.1%,"  9,400 ",,5.0%
41700,"San Antonio, TX",2017,2Q2017,76,"9,417",79.7%,1.4%,"  9,417 ",,4.8%
41700,"San Antonio, TX",2017,3Q2017,78,"9,619",78.9%,0.8%,"  9,619 ",,2.6%
41700,"San Antonio, TX",2017,4Q2017,78,"9,782",78.2%,1.0%,"  9,782 ",,0.9%
41700,"San Antonio, TX",2018,1Q2018,79,"9,829",78.5%,1.0%,"  9,829 ",,0.4%
41700,"San Antonio, TX",2018,2Q2018,79,"9,828",78.5%,1.3%,"  9,828 ",,0.4%
41700,"San Antonio, TX",2018,3Q2018,79,"9,779",80.2%,3.3%,"  9,779 ",,0.4%
41700,"San Antonio, TX",2018,4Q2018,79,"9,778",81.1%,3.6%,"  9,778 ",,2.8%
41700,"San Antonio, TX",2019,1Q2019,79,"9,777",82.0%,3.7%,"  9,777 ",,2.8%
41700,"San Antonio, TX",2019,2Q2019,79,"9,777",82.9%,3.3%,"  9,777 ",,2.8%
41700,"San Antonio, TX",2019,3Q2019,79,"9,817",84.6%,1.9%,"  9,817 ",,2.4%
41740,"San Diego, CA",2005,4Q2005,86,"11,201",92.3%,,"  11,201 ",,5.3%
41740,"San Diego, CA",2006,1Q2006,87,"11,378",90.8%,,"  11,378 ",,5.6%
41740,"San Diego, CA",2006,2Q2006,87,"11,378",90.9%,,"  11,378 ",,5.6%
41740,"San Diego, CA",2006,3Q2006,87,"11,377",91.8%,,"  11,377 ",,5.6%
41740,"San Diego, CA",2006,4Q2006,87,"11,377",91.9%,3.3%,"  11,377 ",,6.1%
41740,"San Diego, CA",2007,1Q2007,87,"11,379",92.6%,3.0%,"  11,379 ",,9.6%
41740,"San Diego, CA",2007,2Q2007,87,"11,378",92.8%,2.8%,"  11,378 ",,9.6%
41740,"San Diego, CA",2007,3Q2007,87,"11,404",92.6%,4.9%,"  11,404 ",,10.6%
41740,"San Diego, CA",2007,4Q2007,87,"11,449",90.9%,4.7%,"  11,449 ",,11.8%
41740,"San Diego, CA",2008,1Q2008,88,"11,878",90.1%,4.9%,"  11,878 ",,7.7%
41740,"San Diego, CA",2008,2Q2008,88,"12,065",89.5%,5.6%,"  12,065 ",,6.1%
41740,"San Diego, CA",2008,3Q2008,88,"12,065",88.9%,3.7%,"  12,065 ",,6.1%
41740,"San Diego, CA",2008,4Q2008,88,"12,068",88.2%,4.2%,"  12,068 ",,6.1%
41740,"San Diego, CA",2009,1Q2009,90,"12,404",86.9%,3.1%,"  12,404 ",,3.3%
41740,"San Diego, CA",2009,2Q2009,90,"12,404",86.5%,2.4%,"  12,404 ",,3.3%
41740,"San Diego, CA",2009,3Q2009,90,"12,405",87.1%,2.4%,"  12,405 ",,4.0%
41740,"San Diego, CA",2009,4Q2009,90,"12,414",86.6%,1.4%,"  12,414 ",,4.0%
41740,"San Diego, CA",2010,1Q2010,90,"12,551",86.3%,1.5%,"  12,551 ",,4.6%
41740,"San Diego, CA",2010,2Q2010,90,"12,556",87.6%,1.6%,"  12,556 ",,4.6%
41740,"San Diego, CA",2010,3Q2010,90,"12,554",87.4%,1.2%,"  12,554 ",,5.1%
41740,"San Diego, CA",2010,4Q2010,91,"12,962",85.7%,1.0%,"  12,962 ",,3.1%
41740,"San Diego, CA",2011,1Q2011,92,"13,047",85.6%,1.2%,"  13,047 ",,2.5%
41740,"San Diego, CA",2011,2Q2011,92,"13,107",85.6%,1.4%,"  13,107 ",,2.6%
41740,"San Diego, CA",2011,3Q2011,93,"13,184",85.7%,1.7%,"  13,184 ",,3.7%
41740,"San Diego, CA",2011,4Q2011,95,"13,340",85.4%,0.7%,"  13,340 ",,2.5%
41740,"San Diego, CA",2012,1Q2012,95,"13,342",86.0%,1.0%,"  13,342 ",,2.5%
41740,"San Diego, CA",2012,2Q2012,96,"13,422",86.6%,0.6%,"  13,422 ",,1.9%
41740,"San Diego, CA",2012,3Q2012,96,"13,431",87.2%,0.8%,"  13,431 ",,2.1%
41740,"San Diego, CA",2012,4Q2012,96,"13,456",88.6%,1.5%,"  13,456 ",,2.3%
41740,"San Diego, CA",2013,1Q2013,97,"13,517",88.3%,1.5%,"  13,517 ",,3.3%
41740,"San Diego, CA",2013,2Q2013,97,"13,539",88.5%,1.9%,"  13,539 ",,3.1%
41740,"San Diego, CA",2013,3Q2013,98,"13,631",89.1%,1.8%,"  13,631 ",,3.3%
41740,"San Diego, CA",2013,4Q2013,98,"13,757",90.3%,1.6%,"  13,757 ",,3.3%
41740,"San Diego, CA",2014,1Q2014,99,"13,808",90.3%,1.6%,"  13,808 ",,4.0%
41740,"San Diego, CA",2014,2Q2014,99,"13,812",90.8%,2.4%,"  13,812 ",,4.0%
41740,"San Diego, CA",2014,3Q2014,99,"13,851",90.7%,2.6%,"  13,851 ",,3.7%
41740,"San Diego, CA",2014,4Q2014,100,"13,932",91.3%,2.5%,"  13,932 ",,3.9%
41740,"San Diego, CA",2015,1Q2015,100,"14,029",90.8%,3.2%,"  14,029 ",,3.6%
41740,"San Diego, CA",2015,2Q2015,101,"14,116",91.0%,2.4%,"  14,116 ",,3.4%
41740,"San Diego, CA",2015,3Q2015,102,"14,283",90.2%,2.6%,"  14,283 ",,3.0%
41740,"San Diego, CA",2015,4Q2015,102,"14,295",89.9%,2.5%,"  14,295 ",,3.1%
41740,"San Diego, CA",2016,1Q2016,103,"14,375",90.4%,1.9%,"  14,375 ",,3.6%
41740,"San Diego, CA",2016,2Q2016,104,"14,421",90.0%,1.0%,"  14,421 ",,3.3%
41740,"San Diego, CA",2016,3Q2016,105,"14,556",90.1%,1.6%,"  14,556 ",,2.3%
41740,"San Diego, CA",2016,4Q2016,105,"14,586",90.0%,2.9%,"  14,586 ",,2.2%
41740,"San Diego, CA",2017,1Q2017,105,"14,604",90.2%,3.0%,"  14,604 ",,2.0%
41740,"San Diego, CA",2017,2Q2017,107,"14,726",90.1%,4.8%,"  14,726 ",,2.5%
41740,"San Diego, CA",2017,3Q2017,108,"14,723",90.7%,3.8%,"  14,723 ",,2.0%
41740,"San Diego, CA",2017,4Q2017,109,"14,777",90.9%,3.0%,"  14,777 ",,2.7%
41740,"San Diego, CA",2018,1Q2018,109,"14,719",90.7%,3.0%,"  14,719 ",,6.2%
41740,"San Diego, CA",2018,2Q2018,109,"14,739",91.2%,2.5%,"  14,739 ",,6.2%
41740,"San Diego, CA",2018,3Q2018,109,"14,731",91.1%,3.2%,"  14,731 ",,6.2%
41740,"San Diego, CA",2018,4Q2018,110,"14,854",91.1%,3.2%,"  14,854 ",,5.4%
41740,"San Diego, CA",2019,1Q2019,109,"14,875",90.9%,3.1%,"  14,875 ",,5.1%
41740,"San Diego, CA",2019,2Q2019,109,"14,869",90.1%,2.8%,"  14,869 ",,5.9%
41740,"San Diego, CA",2019,3Q2019,109,"14,849",90.1%,1.9%,"  14,849 ",,5.9%
41860,"San Francisco, CA",2005,4Q2005,139,"14,170",91.1%,,"  14,170 ",,6.1%
41860,"San Francisco, CA",2006,1Q2006,140,"14,262",90.5%,,"  14,262 ",,5.4%
41860,"San Francisco, CA",2006,2Q2006,141,"14,419",90.5%,,"  14,419 ",,4.3%
41860,"San Francisco, CA",2006,3Q2006,142,"14,555",92.0%,,"  14,555 ",,3.4%
41860,"San Francisco, CA",2006,4Q2006,143,"14,687",90.9%,3.5%,"  14,687 ",,3.3%
41860,"San Francisco, CA",2007,1Q2007,144,"14,911",89.6%,4.0%,"  14,911 ",,1.5%
41860,"San Francisco, CA",2007,2Q2007,145,"15,010",88.6%,4.0%,"  15,010 ",,1.6%
41860,"San Francisco, CA",2007,3Q2007,145,"15,011",89.1%,3.9%,"  15,011 ",,1.6%
41860,"San Francisco, CA",2007,4Q2007,145,"15,006",88.7%,3.2%,"  15,006 ",,1.6%
41860,"San Francisco, CA",2008,1Q2008,145,"15,017",87.6%,2.0%,"  15,017 ",,1.9%
41860,"San Francisco, CA",2008,2Q2008,147,"15,175",87.6%,1.9%,"  15,175 ",,1.4%
41860,"San Francisco, CA",2008,3Q2008,147,"15,175",87.9%,1.8%,"  15,175 ",,1.4%
41860,"San Francisco, CA",2008,4Q2008,147,"15,193",88.6%,2.1%,"  15,193 ",,1.4%
41860,"San Francisco, CA",2009,1Q2009,148,"15,245",87.1%,2.1%,"  15,245 ",,2.0%
41860,"San Francisco, CA",2009,2Q2009,148,"15,240",87.4%,1.4%,"  15,240 ",,2.0%
41860,"San Francisco, CA",2009,3Q2009,148,"15,241",87.9%,1.4%,"  15,241 ",,2.0%
41860,"San Francisco, CA",2009,4Q2009,148,"15,244",88.5%,0.8%,"  15,244 ",,2.0%
41860,"San Francisco, CA",2010,1Q2010,149,"15,341",88.2%,0.8%,"  15,341 ",,1.5%
41860,"San Francisco, CA",2010,2Q2010,149,"15,342",88.6%,1.2%,"  15,342 ",,1.6%
41860,"San Francisco, CA",2010,3Q2010,148,"15,319",88.8%,1.4%,"  15,319 ",,1.7%
41860,"San Francisco, CA",2010,4Q2010,148,"15,316",89.1%,1.6%,"  15,316 ",,1.7%
41860,"San Francisco, CA",2011,1Q2011,148,"15,273",88.9%,1.6%,"  15,273 ",,1.8%
41860,"San Francisco, CA",2011,2Q2011,148,"15,338",89.3%,1.7%,"  15,338 ",,1.4%
41860,"San Francisco, CA",2011,3Q2011,148,"15,303",89.9%,1.6%,"  15,303 ",,1.4%
41860,"San Francisco, CA",2011,4Q2011,149,"15,495",88.8%,1.8%,"  15,495 ",,3.6%
41860,"San Francisco, CA",2012,1Q2012,149,"15,492",89.0%,1.8%,"  15,492 ",,3.6%
41860,"San Francisco, CA",2012,2Q2012,149,"15,493",89.6%,2.2%,"  15,493 ",,3.6%
41860,"San Francisco, CA",2012,3Q2012,149,"15,495",89.3%,2.5%,"  15,495 ",,3.6%
41860,"San Francisco, CA",2012,4Q2012,148,"15,396",89.6%,1.9%,"  15,396 ",,4.3%
41860,"San Francisco, CA",2013,1Q2013,147,"15,349",90.3%,2.2%,"  15,349 ",,4.4%
41860,"San Francisco, CA",2013,2Q2013,147,"15,351",90.1%,1.9%,"  15,351 ",,4.7%
41860,"San Francisco, CA",2013,3Q2013,147,"15,351",90.6%,1.7%,"  15,351 ",,4.9%
41860,"San Francisco, CA",2013,4Q2013,148,"15,815",89.8%,2.0%,"  15,815 ",,1.9%
41860,"San Francisco, CA",2014,1Q2014,148,"15,840",90.2%,2.4%,"  15,840 ",,1.7%
41860,"San Francisco, CA",2014,2Q2014,149,"15,885",90.3%,3.5%,"  15,885 ",,2.3%
41860,"San Francisco, CA",2014,3Q2014,149,"15,888",91.4%,3.5%,"  15,888 ",,2.6%
41860,"San Francisco, CA",2014,4Q2014,150,"15,988",91.0%,3.4%,"  15,988 ",,3.0%
41860,"San Francisco, CA",2015,1Q2015,148,"15,867",90.7%,3.9%,"  15,867 ",,3.0%
41860,"San Francisco, CA",2015,2Q2015,150,"16,074",90.4%,3.5%,"  16,074 ",,3.6%
41860,"San Francisco, CA",2015,3Q2015,150,"16,154",90.5%,3.2%,"  16,154 ",,3.1%
41860,"San Francisco, CA",2015,4Q2015,151,"16,185",90.4%,3.3%,"  16,185 ",,2.9%
41860,"San Francisco, CA",2016,1Q2016,151,"16,227",90.9%,3.6%,"  16,227 ",,2.7%
41860,"San Francisco, CA",2016,2Q2016,151,"16,198",91.2%,4.5%,"  16,198 ",,4.4%
41860,"San Francisco, CA",2016,3Q2016,151,"16,191",91.3%,3.4%,"  16,191 ",,5.4%
41860,"San Francisco, CA",2016,4Q2016,153,"16,438",90.6%,3.9%,"  16,438 ",,4.2%
41860,"San Francisco, CA",2017,1Q2017,153,"16,441",90.9%,2.9%,"  16,441 ",,4.1%
41860,"San Francisco, CA",2017,2Q2017,153,"16,543",90.0%,2.8%,"  16,543 ",,3.6%
41860,"San Francisco, CA",2017,3Q2017,154,"16,671",89.4%,4.5%,"  16,671 ",,2.6%
41860,"San Francisco, CA",2017,4Q2017,155,"16,757",90.6%,4.8%,"  16,757 ",,2.1%
41860,"San Francisco, CA",2018,1Q2018,155,"16,840",90.2%,5.3%,"  16,840 ",,1.2%
41860,"San Francisco, CA",2018,2Q2018,155,"16,837",89.9%,5.4%,"  16,837 ",,1.1%
41860,"San Francisco, CA",2018,3Q2018,154,"16,794",89.7%,4.3%,"  16,794 ",,0.8%
41860,"San Francisco, CA",2018,4Q2018,155,"16,894",90.1%,3.3%,"  16,894 ",,0.1%
41860,"San Francisco, CA",2019,1Q2019,155,"16,862",90.5%,3.3%,"  16,862 ",,0.0%
41860,"San Francisco, CA",2019,2Q2019,155,"16,868",91.0%,2.6%,"  16,868 ",,0.0%
41860,"San Francisco, CA",2019,3Q2019,155,"16,868",91.3%,2.6%,"  16,868 ",,0.5%
41940,"San Jose, CA",2005,4Q2005,40,"5,293",88.9%,,"  5,293 ",,3.5%
41940,"San Jose, CA",2006,1Q2006,41,"5,330",90.1%,,"  5,330 ",,2.7%
41940,"San Jose, CA",2006,2Q2006,41,"5,330",91.8%,,"  5,330 ",,2.7%
41940,"San Jose, CA",2006,3Q2006,41,"5,328",91.2%,,"  5,328 ",,2.7%
41940,"San Jose, CA",2006,4Q2006,42,"5,409",89.1%,3.2%,"  5,409 ",,2.1%
41940,"San Jose, CA",2007,1Q2007,43,"5,475",89.6%,2.7%,"  5,475 ",,0.9%
41940,"San Jose, CA",2007,2Q2007,43,"5,475",90.0%,2.7%,"  5,475 ",,2.4%
41940,"San Jose, CA",2007,3Q2007,43,"5,475",91.3%,3.2%,"  5,475 ",,4.2%
41940,"San Jose, CA",2007,4Q2007,44,"5,526",90.1%,2.8%,"  5,526 ",,6.5%
41940,"San Jose, CA",2008,1Q2008,44,"5,611",89.5%,3.9%,"  5,611 ",,4.9%
41940,"San Jose, CA",2008,2Q2008,44,"5,611",89.5%,4.0%,"  5,611 ",,4.9%
41940,"San Jose, CA",2008,3Q2008,44,"5,611",90.5%,3.2%,"  5,611 ",,4.9%
41940,"San Jose, CA",2008,4Q2008,44,"5,611",91.6%,2.5%,"  5,611 ",,4.9%
41940,"San Jose, CA",2009,1Q2009,44,"5,611",91.2%,3.1%,"  5,611 ",,4.9%
41940,"San Jose, CA",2009,2Q2009,45,"5,706",89.0%,2.4%,"  5,706 ",,3.2%
41940,"San Jose, CA",2009,3Q2009,45,"5,706",90.3%,2.3%,"  5,706 ",,4.7%
41940,"San Jose, CA",2009,4Q2009,46,"5,889",88.0%,2.8%,"  5,889 ",,1.5%
41940,"San Jose, CA",2010,1Q2010,46,"5,888",88.8%,1.5%,"  5,888 ",,2.1%
41940,"San Jose, CA",2010,2Q2010,46,"5,861",89.2%,2.0%,"  5,861 ",,2.5%
41940,"San Jose, CA",2010,3Q2010,46,"5,861",89.8%,-0.3%,"  5,861 ",,3.3%
41940,"San Jose, CA",2010,4Q2010,46,"5,889",89.9%,-0.9%,"  5,889 ",,3.1%
41940,"San Jose, CA",2011,1Q2011,47,"5,976",90.0%,-0.6%,"  5,976 ",,1.6%
41940,"San Jose, CA",2011,2Q2011,47,"5,973",90.4%,-1.1%,"  5,973 ",,1.6%
41940,"San Jose, CA",2011,3Q2011,47,"6,014",89.8%,0.6%,"  6,014 ",,0.9%
41940,"San Jose, CA",2011,4Q2011,47,"6,009",90.7%,1.1%,"  6,009 ",,3.4%
41940,"San Jose, CA",2012,1Q2012,47,"6,007",92.3%,2.3%,"  6,007 ",,3.4%
41940,"San Jose, CA",2012,2Q2012,47,"6,007",92.8%,3.0%,"  6,007 ",,4.8%
41940,"San Jose, CA",2012,3Q2012,47,"6,006",92.8%,4.2%,"  6,006 ",,4.8%
41940,"San Jose, CA",2012,4Q2012,47,"6,012",93.2%,3.4%,"  6,012 ",,4.8%
41940,"San Jose, CA",2013,1Q2013,47,"6,011",93.3%,2.4%,"  6,011 ",,5.5%
41940,"San Jose, CA",2013,2Q2013,47,"6,011",93.7%,2.1%,"  6,011 ",,5.5%
41940,"San Jose, CA",2013,3Q2013,47,"6,006",93.8%,1.5%,"  6,006 ",,5.5%
41940,"San Jose, CA",2013,4Q2013,48,"6,186",92.2%,1.9%,"  6,186 ",,2.5%
41940,"San Jose, CA",2014,1Q2014,48,"6,185",93.1%,3.3%,"  6,185 ",,2.5%
41940,"San Jose, CA",2014,2Q2014,49,"6,180",94.4%,4.7%,"  6,180 ",,1.1%
41940,"San Jose, CA",2014,3Q2014,49,"6,173",94.5%,6.0%,"  6,173 ",,1.1%
41940,"San Jose, CA",2014,4Q2014,49,"6,175",94.6%,5.4%,"  6,175 ",,1.1%
41940,"San Jose, CA",2015,1Q2015,49,"6,237",94.2%,5.1%,"  6,237 ",,0.2%
41940,"San Jose, CA",2015,2Q2015,49,"6,263",95.0%,4.9%,"  6,263 ",,1.7%
41940,"San Jose, CA",2015,3Q2015,49,"6,232",95.1%,5.9%,"  6,232 ",,2.7%
41940,"San Jose, CA",2015,4Q2015,49,"6,250",94.9%,5.9%,"  6,250 ",,2.7%
41940,"San Jose, CA",2016,1Q2016,49,"6,208",95.2%,8.6%,"  6,208 ",,2.8%
41940,"San Jose, CA",2016,2Q2016,49,"6,205",95.4%,6.7%,"  6,205 ",,2.8%
41940,"San Jose, CA",2016,3Q2016,49,"6,215",95.8%,6.4%,"  6,215 ",,2.8%
41940,"San Jose, CA",2016,4Q2016,50,"6,380",95.0%,5.8%,"  6,380 ",,0.0%
41940,"San Jose, CA",2017,1Q2017,49,"6,350",94.8%,3.6%,"  6,350 ",,0.0%
41940,"San Jose, CA",2017,2Q2017,49,"6,352",95.0%,6.5%,"  6,352 ",,0.0%
41940,"San Jose, CA",2017,3Q2017,49,"6,353",95.5%,5.8%,"  6,353 ",,0.0%
41940,"San Jose, CA",2017,4Q2017,49,"6,360",95.3%,6.4%,"  6,360 ",,0.0%
41940,"San Jose, CA",2018,1Q2018,49,"6,366",95.1%,5.8%,"  6,366 ",,0.0%
41940,"San Jose, CA",2018,2Q2018,48,"6,275",94.9%,3.9%,"  6,275 ",,3.2%
41940,"San Jose, CA",2018,3Q2018,48,"6,271",94.6%,2.6%,"  6,271 ",,3.2%
41940,"San Jose, CA",2018,4Q2018,48,"6,274",95.0%,2.6%,"  6,274 ",,3.2%
41940,"San Jose, CA",2019,1Q2019,48,"6,253",94.4%,5.0%,"  6,253 ",,3.2%
41940,"San Jose, CA",2019,2Q2019,47,"6,066",95.7%,5.6%,"  6,066 ",,3.3%
41940,"San Jose, CA",2019,3Q2019,47,"6,067",95.5%,5.6%,"  6,067 ",,3.3%
42660,"Seattle, WA",2005,4Q2005,166,"17,762",91.6%,,"  17,762 ",,7.2%
42660,"Seattle, WA",2006,1Q2006,167,"17,905",91.4%,,"  17,905 ",,7.2%
42660,"Seattle, WA",2006,2Q2006,169,"18,220",91.3%,,"  18,220 ",,7.2%
42660,"Seattle, WA",2006,3Q2006,172,"18,486",91.0%,,"  18,486 ",,7.6%
42660,"Seattle, WA",2006,4Q2006,173,"18,669",90.3%,3.9%,"  18,669 ",,9.9%
42660,"Seattle, WA",2007,1Q2007,173,"18,662",91.3%,3.5%,"  18,662 ",,10.9%
42660,"Seattle, WA",2007,2Q2007,174,"18,933",91.1%,3.7%,"  18,933 ",,12.7%
42660,"Seattle, WA",2007,3Q2007,174,"18,935",91.4%,4.3%,"  18,935 ",,12.7%
42660,"Seattle, WA",2007,4Q2007,176,"19,107",91.4%,4.7%,"  19,107 ",,11.9%
42660,"Seattle, WA",2008,1Q2008,179,"19,571",89.8%,4.4%,"  19,571 ",,10.4%
42660,"Seattle, WA",2008,2Q2008,183,"20,211",86.9%,4.0%,"  20,211 ",,6.9%
42660,"Seattle, WA",2008,3Q2008,184,"20,308",86.7%,3.4%,"  20,308 ",,7.1%
42660,"Seattle, WA",2008,4Q2008,187,"20,915",84.6%,2.9%,"  20,915 ",,4.3%
42660,"Seattle, WA",2009,1Q2009,188,"21,037",84.9%,2.9%,"  21,037 ",,4.3%
42660,"Seattle, WA",2009,2Q2009,188,"21,124",84.7%,2.6%,"  21,124 ",,4.0%
42660,"Seattle, WA",2009,3Q2009,189,"21,279",84.6%,2.8%,"  21,279 ",,3.2%
42660,"Seattle, WA",2009,4Q2009,189,"21,545",84.3%,2.9%,"  21,545 ",,1.7%
42660,"Seattle, WA",2010,1Q2010,190,"21,609",84.9%,2.6%,"  21,609 ",,1.6%
42660,"Seattle, WA",2010,2Q2010,191,"21,743",85.6%,2.1%,"  21,743 ",,1.0%
42660,"Seattle, WA",2010,3Q2010,191,"21,774",85.5%,2.0%,"  21,774 ",,0.9%
42660,"Seattle, WA",2010,4Q2010,191,"21,765",86.3%,1.0%,"  21,765 ",,0.9%
42660,"Seattle, WA",2011,1Q2011,191,"21,766",86.5%,1.3%,"  21,766 ",,1.2%
42660,"Seattle, WA",2011,2Q2011,191,"21,787",87.0%,2.8%,"  21,787 ",,1.1%
42660,"Seattle, WA",2011,3Q2011,191,"21,780",87.3%,2.9%,"  21,780 ",,1.3%
42660,"Seattle, WA",2011,4Q2011,191,"21,785",87.2%,3.5%,"  21,785 ",,1.3%
42660,"Seattle, WA",2012,1Q2012,191,"21,849",87.4%,2.6%,"  21,849 ",,1.2%
42660,"Seattle, WA",2012,2Q2012,192,"21,877",88.8%,2.0%,"  21,877 ",,2.0%
42660,"Seattle, WA",2012,3Q2012,192,"21,864",89.5%,2.4%,"  21,864 ",,2.1%
42660,"Seattle, WA",2012,4Q2012,191,"21,814",89.6%,2.2%,"  21,814 ",,2.1%
42660,"Seattle, WA",2013,1Q2013,190,"21,734",89.6%,3.7%,"  21,734 ",,2.1%
42660,"Seattle, WA",2013,2Q2013,190,"21,745",89.6%,2.0%,"  21,745 ",,2.3%
42660,"Seattle, WA",2013,3Q2013,189,"21,707",90.1%,1.8%,"  21,707 ",,3.3%
42660,"Seattle, WA",2013,4Q2013,191,"21,948",90.3%,1.7%,"  21,948 ",,2.5%
42660,"Seattle, WA",2014,1Q2014,191,"21,948",90.1%,0.2%,"  21,948 ",,2.6%
42660,"Seattle, WA",2014,2Q2014,192,"21,993",90.2%,1.7%,"  21,993 ",,1.8%
42660,"Seattle, WA",2014,3Q2014,193,"22,069",90.6%,2.1%,"  22,069 ",,2.7%
42660,"Seattle, WA",2014,4Q2014,193,"22,087",90.8%,2.4%,"  22,087 ",,5.1%
42660,"Seattle, WA",2015,1Q2015,194,"22,127",90.7%,3.2%,"  22,127 ",,6.5%
42660,"Seattle, WA",2015,2Q2015,195,"22,182",91.1%,2.9%,"  22,182 ",,6.1%
42660,"Seattle, WA",2015,3Q2015,195,"22,202",91.9%,2.9%,"  22,202 ",,8.5%
42660,"Seattle, WA",2015,4Q2015,196,"22,179",91.6%,3.0%,"  22,179 ",,8.6%
42660,"Seattle, WA",2016,1Q2016,197,"22,234",91.6%,2.9%,"  22,234 ",,8.5%
42660,"Seattle, WA",2016,2Q2016,197,"22,333",90.7%,4.3%,"  22,333 ",,7.8%
42660,"Seattle, WA",2016,3Q2016,200,"22,595",90.4%,6.0%,"  22,595 ",,7.9%
42660,"Seattle, WA",2016,4Q2016,200,"22,803",91.1%,6.3%,"  22,803 ",,6.5%
42660,"Seattle, WA",2017,1Q2017,202,"23,102",90.6%,6.1%,"  23,102 ",,4.5%
42660,"Seattle, WA",2017,2Q2017,202,"23,157",90.5%,5.8%,"  23,157 ",,4.4%
42660,"Seattle, WA",2017,3Q2017,203,"23,350",90.9%,4.2%,"  23,350 ",,3.7%
42660,"Seattle, WA",2017,4Q2017,204,"23,516",91.5%,4.0%,"  23,516 ",,3.1%
42660,"Seattle, WA",2018,1Q2018,205,"23,700",90.6%,3.8%,"  23,700 ",,2.2%
42660,"Seattle, WA",2018,2Q2018,206,"23,727",90.4%,3.6%,"  23,727 ",,2.6%
42660,"Seattle, WA",2018,3Q2018,209,"23,848",89.8%,4.2%,"  23,848 ",,2.4%
42660,"Seattle, WA",2018,4Q2018,209,"23,914",90.0%,3.5%,"  23,914 ",,2.2%
42660,"Seattle, WA",2019,1Q2019,209,"23,988",89.8%,3.3%,"  23,988 ",,2.2%
42660,"Seattle, WA",2019,2Q2019,209,"23,984",90.1%,3.5%,"  23,984 ",,2.9%
42660,"Seattle, WA",2019,3Q2019,211,"24,159",89.7%,3.0%,"  24,159 ",,2.1%
41180,"St. Louis, MO",2005,4Q2005,86,"10,569",90.6%,,"  10,569 ",,5.0%
41180,"St. Louis, MO",2006,1Q2006,89,"10,793",90.2%,,"  10,793 ",,3.6%
41180,"St. Louis, MO",2006,2Q2006,90,"10,900",91.1%,,"  10,900 ",,3.8%
41180,"St. Louis, MO",2006,3Q2006,91,"11,055",90.7%,,"  11,055 ",,2.4%
41180,"St. Louis, MO",2006,4Q2006,91,"11,056",91.2%,4.2%,"  11,056 ",,2.8%
41180,"St. Louis, MO",2007,1Q2007,93,"11,157",90.0%,3.5%,"  11,157 ",,3.0%
41180,"St. Louis, MO",2007,2Q2007,94,"11,230",90.0%,4.2%,"  11,230 ",,3.3%
41180,"St. Louis, MO",2007,3Q2007,95,"11,291",90.8%,4.9%,"  11,291 ",,3.5%
41180,"St. Louis, MO",2007,4Q2007,95,"11,316",91.7%,3.3%,"  11,316 ",,5.8%
41180,"St. Louis, MO",2008,1Q2008,96,"11,364",90.9%,3.6%,"  11,364 ",,6.8%
41180,"St. Louis, MO",2008,2Q2008,97,"11,490",89.6%,3.0%,"  11,490 ",,5.6%
41180,"St. Louis, MO",2008,3Q2008,98,"11,744",88.6%,2.8%,"  11,744 ",,4.0%
41180,"St. Louis, MO",2008,4Q2008,98,"11,790",88.5%,2.9%,"  11,790 ",,4.2%
41180,"St. Louis, MO",2009,1Q2009,99,"11,908",87.8%,2.4%,"  11,908 ",,3.1%
41180,"St. Louis, MO",2009,2Q2009,102,"12,096",85.9%,2.5%,"  12,096 ",,1.9%
41180,"St. Louis, MO",2009,3Q2009,103,"12,147",86.3%,2.8%,"  12,147 ",,3.7%
41180,"St. Louis, MO",2009,4Q2009,103,"11,999",86.8%,3.2%,"  11,999 ",,3.3%
41180,"St. Louis, MO",2010,1Q2010,103,"12,018",86.8%,2.7%,"  12,018 ",,3.2%
41180,"St. Louis, MO",2010,2Q2010,104,"12,069",87.7%,2.3%,"  12,069 ",,5.8%
41180,"St. Louis, MO",2010,3Q2010,105,"12,108",88.3%,1.9%,"  12,108 ",,6.4%
41180,"St. Louis, MO",2010,4Q2010,106,"12,207",88.2%,1.0%,"  12,207 ",,6.1%
41180,"St. Louis, MO",2011,1Q2011,106,"12,197",89.1%,0.6%,"  12,197 ",,5.8%
41180,"St. Louis, MO",2011,2Q2011,107,"12,344",88.3%,1.0%,"  12,344 ",,6.3%
41180,"St. Louis, MO",2011,3Q2011,107,"12,390",89.3%,1.5%,"  12,390 ",,8.0%
